product,quarter,department,departement ,targeted_productivity,smv (standart minute value),total work hour ,incentive,idle_time,no_of_workers,product_value_rate
Project C,Quarter2,Junior,7,0.5,30.1,6960,23,0,58,0.500801724
Project C,Quarter2,Junior,8,0.5,30.1,6960,30,0,58,0.393548851
Project D,Quarter2,Senior,4,0.7,4.15,1800,0,0,15,1.033155556
Project D,Quarter2,Senior,12,0.8,4.08,1080,0,0,9,1.02
Project D,Quarter2,Junior,2,0.8,22.52,0,90,0,57.5,1.000344928
Project D,Quarter2,Junior,1,0.8,22.52,0,113,0,57,1.000065789
Project D,Quarter2,Senior,8,0.35,4.15,1440,0,0,12,0.994375
Project D,Quarter2,Senior,2,0.8,3.94,2160,0,0,18,0.912037037
Project D,Quarter2,Senior,5,0.7,4.15,240,0,0,2,0.87
Project D,Quarter2,Junior,10,0.8,22.52,0,75,0,56,0.850364583
Project D,Quarter2,Junior,6,0.8,18.79,3480,38,0,34,0.800947475
Project D,Quarter2,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project D,Quarter2,Junior,9,0.8,29.12,3240,50,0,58,0.800144144
Project D,Quarter2,Junior,5,0.75,30.1,7380,56,0,59.5,0.750406233
Project D,Quarter2,Junior,8,0.6,30.1,4560,30,0,58,0.714410494
Project D,Quarter2,Junior,4,0.7,30.1,5940,40,0,59.5,0.700588406
Project D,Quarter2,Senior,1,0.8,3.94,1440,0,0,12,0.618361111
Project D,Quarter2,Junior,7,0.6,30.1,3360,23,0,58,0.600070513
Project D,Quarter2,Senior,9,0.8,3.94,960,0,0,8,0.54175
Project D,Quarter2,Junior,3,0.8,22.52,6840,0,0,57,0.536901754
Project D,Quarter2,Junior,11,0.35,11.41,3240,0,0,52,0.507903226
Project B,Quarter2,Junior,1,0.8,22.52,0,138,0,57,1.100483918
Project B,Quarter2,Senior,4,0.7,4.15,1800,0,0,15,1.096633333
Project B,Quarter2,Junior,2,0.8,22.52,0,113,0,57.5,1.000344928
Project B,Quarter2,Senior,12,0.8,4.08,1080,0,0,9,0.838666667
Project B,Quarter2,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project B,Quarter2,Senior,8,0.35,4.15,1440,0,0,12,0.755486111
Project B,Quarter2,Junior,5,0.75,30.1,7080,56,0,59,0.750799435
Project B,Quarter2,Junior,6,0.8,18.79,3960,0,0,33,0.688017677
Project B,Quarter2,Senior,1,0.8,3.94,1440,0,0,12,0.664875
Project B,Quarter2,Senior,9,0.8,3.94,960,0,0,8,0.656666667
Project B,Quarter2,Junior,4,0.7,30.1,7080,0,0,59,0.637711864
Project B,Quarter2,Senior,2,0.8,3.94,2160,0,0,18,0.601944444
Project B,Quarter2,Senior,5,0.7,4.15,240,0,0,2,0.58
Project B,Quarter2,Junior,7,0.65,30.1,7080,0,0,59,0.535677966
Project B,Quarter2,Junior,11,0.5,11.41,2280,0,0,55,0.50012336
Project B,Quarter2,Junior,9,0.8,29.12,6960,0,0,58,0.497885057
Project B,Quarter2,Junior,8,0.65,30.1,7080,0,0,59,0.463403955
Project B,Quarter2,Junior,10,0.8,22.52,6000,0,0,50,0.441392
Project B,Quarter2,Junior,3,0.35,30.1,6960,0,0,58,0.350301724
Project E,Quarter2,Junior,1,0.8,22.52,6840,113,0,57,1.000230409
Project E,Quarter2,Senior,7,0.7,4.15,1800,0,0,15,0.929277778
Project E,Quarter2,Senior,4,0.75,4.15,2400,0,0,20,0.902916667
Project E,Quarter2,Senior,12,0.8,4.08,1080,0,0,9,0.800888889
Project E,Quarter2,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project E,Quarter2,Junior,2,0.8,22.52,3660,63,0,57,0.80037492
Project E,Quarter2,Senior,1,0.8,3.94,1440,0,0,12,0.796208333
Project E,Quarter2,Junior,4,0.75,30.1,7140,0,0,59,0.750392157
Project E,Quarter2,Junior,5,0.75,30.1,7140,56,0,59,0.750392157
Project E,Quarter2,Senior,8,0.7,4.15,960,0,0,8,0.725625
Project E,Quarter2,Junior,8,0.7,30.1,5160,0,0,60,0.700206125
Project E,Quarter2,Junior,7,0.7,30.1,7200,0,0,60,0.602
Project E,Quarter2,Junior,11,0.6,11.41,2280,23,0,55,0.600447507
Project E,Quarter2,Junior,6,0.8,18.79,4080,0,0,34,0.557252451
Project E,Quarter2,Junior,3,0.5,30.1,6960,30,0,58,0.500801724
Project E,Quarter2,Senior,6,0.8,2.9,960,0,0,8,0.483333333
Project E,Quarter2,Senior,9,0.8,3.94,960,0,0,8,0.238041667
Project F,Quarter3,Senior,1,0.8,3.94,960,0,0,8,1.1204375
Project F,Quarter3,Senior,2,0.8,3.94,960,0,0,8,1.108125
Project F,Quarter3,Junior,1,0.8,22.52,6840,113,0,57,1.000230409
Project F,Quarter3,Senior,12,0.8,4.08,1080,0,0,9,0.876444444
Project F,Quarter3,Junior,12,0.8,15.26,1440,50,0,34,0.800806306
Project F,Quarter3,Senior,5,0.75,4.15,240,0,0,2,0.760833333
Project F,Quarter3,Junior,5,0.8,30.1,7140,0,0,59.5,0.722568627
Project F,Quarter3,Senior,11,0.6,2.9,1200,0,0,10,0.715333333
Project F,Quarter3,Junior,7,0.7,30.1,7080,0,0,59,0.700632768
Project F,Quarter3,Junior,8,0.7,30.1,5880,40,2,59,0.700573099
Project F,Quarter3,Junior,6,0.75,18.79,4080,0,0,34,0.681598039
Project F,Quarter3,Junior,11,0.65,11.41,2640,23,0,53,0.650223718
Project F,Quarter3,Senior,8,0.7,4.15,960,0,0,8,0.605208333
Project F,Quarter3,Senior,6,0.8,2.9,960,0,0,8,0.604166667
Project F,Quarter3,Junior,4,0.75,30.1,7140,0,0,59.5,0.598627451
Project F,Quarter3,Junior,3,0.6,30.1,6960,30,0,58,0.475718391
Project F,Quarter3,Junior,2,0.8,22.52,6900,0,0,57.5,0.432122899
Project F,Quarter3,Senior,4,0.75,4.15,2400,0,0,20,0.287041667
Project F,Quarter3,Junior,9,0.5,18.79,5280,0,0,54,0.283054487
Project A,Quarter3,Junior,1,0.8,22.52,6840,113,0,57,1.000230409
Project A,Quarter3,Senior,9,0.8,3.94,1200,0,0,10,0.960433333
Project A,Quarter3,Senior,12,0.8,4.08,1080,0,0,9,0.891555556
Project A,Quarter3,Senior,3,0.5,4.15,960,0,0,8,0.864583333
Project A,Quarter3,Junior,3,0.65,30.1,600,63,0,58,0.802243319
Project A,Quarter3,Junior,5,0.8,30.1,0,0,0,59,0.800980392
Project A,Quarter3,Junior,12,0.8,15.26,3720,38,0,34,0.800312375
Project A,Quarter3,Senior,6,0.8,2.9,960,0,0,8,0.773333333
Project A,Quarter3,Junior,6,0.75,18.79,3960,0,0,33,0.75065101
Project A,Quarter3,Junior,4,0.75,30.1,7020,0,0,58,0.750356125
Project A,Quarter3,Senior,4,0.75,4.15,1800,0,0,15,0.722333333
Project A,Quarter3,Junior,7,0.7,30.1,600,30,0,59,0.700459889
Project A,Quarter3,Senior,5,0.75,4.15,1200,0,0,10,0.629416667
Project A,Quarter3,Junior,8,0.7,30.1,7080,27,2,59,0.621971751
Project A,Quarter3,Junior,11,0.7,11.41,2160,30,0,54,0.565972222
Project A,Quarter3,Junior,10,0.6,18.22,5280,0,0,44,0.35542803
Project A,Quarter3,Junior,9,0.6,18.79,5400,0,0,54,0.329964879
Project A,Quarter3,Senior,7,0.7,4.15,1800,0,0,15,0.258
Project C,Quarter3,Junior,1,0.8,22.52,6840,113,0,57,1.000230409
Project C,Quarter3,Senior,10,0.8,3.94,960,0,0,8,0.927541667
Project C,Quarter3,Senior,7,0.7,5.13,1200,0,0,10,0.91375
Project C,Quarter3,Senior,12,0.8,5.13,1080,0,0,9,0.9025
Project C,Quarter3,Junior,12,0.8,15.26,4080,38,0,34,0.800401961
Project C,Quarter3,Senior,3,0.5,5.13,1800,0,0,15,0.7866
Project C,Quarter3,Junior,6,0.75,18.79,3360,0,0,33,0.750621354
Project C,Quarter3,Junior,4,0.75,30.1,7020,45,0,58,0.750356125
Project C,Quarter3,Senior,6,0.8,2.9,960,0,0,8,0.749166667
Project C,Quarter3,Junior,7,0.7,30.1,840,30,0,59,0.700888203
Project C,Quarter3,Junior,11,0.7,11.41,3420,30,0,56,0.700614035
Project C,Quarter3,Junior,3,0.7,30.1,6960,50,0,58,0.700603448
Project C,Quarter3,Senior,4,0.75,5.13,960,0,0,8,0.656666667
Project C,Quarter3,Junior,5,0.8,30.1,7140,0,0,59,0.653431373
Project C,Quarter3,Junior,9,0.65,18.79,5520,0,0,51,0.650134
Project C,Quarter3,Junior,8,0.6,29.4,0,23,5,58,0.600982906
Project C,Quarter3,Senior,9,0.8,3.94,960,0,0,8,0.586041667
Project C,Quarter3,Senior,2,0.8,5.13,1800,0,0,15,0.5814
Project C,Quarter3,Junior,2,0.5,30.33,6720,0,0,56,0.361071429
Project C,Quarter3,Junior,10,0.65,18.22,0,0,8,49,0.302117347
Project D,Quarter3,Senior,12,0.8,5.13,1200,0,0,10,0.9918
Project D,Quarter3,Senior,6,0.8,2.9,1440,0,0,12,0.936861111
Project D,Quarter3,Senior,2,0.8,5.13,1440,0,0,12,0.919125
Project D,Quarter3,Junior,11,0.7,11.41,3360,30,0,56,0.8211125
Project D,Quarter3,Junior,4,0.8,30.1,480,50,0,58,0.800980392
Project D,Quarter3,Junior,5,0.8,30.1,0,0,0,59,0.800980392
Project D,Quarter3,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project D,Quarter3,Junior,1,0.8,22.52,3960,63,0,57,0.800279693
Project D,Quarter3,Junior,6,0.75,18.79,3960,34,0,33,0.75065101
Project D,Quarter3,Junior,7,0.75,30.1,2280,45,0,59,0.75053268
Project D,Quarter3,Senior,4,0.75,5.13,960,0,0,8,0.734645833
Project D,Quarter3,Junior,3,0.7,30.1,0,40,0,58,0.700603448
Project D,Quarter3,Junior,9,0.7,18.79,4560,30,0,51,0.70009573
Project D,Quarter3,Senior,7,0.7,5.13,960,0,0,8,0.671875
Project D,Quarter3,Senior,10,0.8,3.94,960,0,0,8,0.64025
Project D,Quarter3,Senior,8,0.7,5.13,960,0,0,8,0.58
Project D,Quarter3,Senior,9,0.8,3.94,960,0,0,8,0.549791667
Project D,Quarter3,Junior,2,0.6,30.33,6840,0,0,57,0.328131579
Project D,Quarter3,Junior,10,0.7,19.68,5640,0,8,47,0.303574468
Project D,Quarter3,Senior,3,0.5,5.13,960,0,0,8,0.2565
Project D,Quarter3,Junior,8,0.65,29.4,4560,0,4.5,57,0.251399254
Project B,Quarter3,Senior,3,0.5,5.13,2880,0,0,12,0.81640625
Project B,Quarter3,Junior,12,0.8,15.26,1080,38,0,34,0.800711494
Project B,Quarter3,Junior,1,0.8,22.52,3840,63,0,57,0.800470513
Project B,Quarter3,Junior,4,0.8,30.1,7020,63,0,58.5,0.800094017
Project B,Quarter3,Junior,5,0.8,30.1,600,63,3.5,59.5,0.799982853
Project B,Quarter3,Senior,6,0.8,2.9,4320,0,0,18,0.785864198
Project B,Quarter3,Junior,6,0.75,18.79,3960,56,0,33,0.75065101
Project B,Quarter3,Senior,10,0.8,3.94,2400,0,0,10,0.733277778
Project B,Quarter3,Senior,2,0.8,5.13,3600,0,0,15,0.710125
Project B,Quarter3,Junior,3,0.7,30.1,6960,50,0,58,0.700603448
Project B,Quarter3,Junior,11,0.7,11.41,3480,30,0,58,0.700540441
Project B,Quarter3,Junior,8,0.7,29.4,6240,0,0,57,0.7
Project B,Quarter3,Senior,4,0.75,5.13,1920,0,0,8,0.684027778
Project B,Quarter3,Senior,8,0.7,5.13,1920,0,0,8,0.672135417
Project B,Quarter3,Junior,9,0.7,18.79,6120,30,0,51,0.638614379
Project B,Quarter3,Senior,5,0.75,5.13,1920,0,0,8,0.631354167
Project B,Quarter3,Junior,7,0.75,30.1,0,0,5,59,0.611140537
Project B,Quarter3,Senior,12,0.8,5.13,2160,0,0,9,0.609583333
Project B,Quarter3,Junior,2,0.65,30.33,6840,0,0,57,0.585315789
Project B,Quarter3,Junior,10,0.7,19.68,5760,0,0,48,0.249416667
Project F,Quarter4,Senior,3,0.5,5.13,1800,0,0,15,0.8721
Project F,Quarter4,Senior,6,0.8,2.9,960,0,0,8,0.8319375
Project F,Quarter4,Senior,2,0.8,5.13,4800,0,0,20,0.8300625
Project F,Quarter4,Senior,11,0.6,2.9,2880,0,0,12,0.805555556
Project F,Quarter4,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project F,Quarter4,Junior,4,0.8,30.1,5820,63,0,59,0.80000295
Project F,Quarter4,Senior,12,0.8,5.13,2400,0,0,10,0.78375
Project F,Quarter4,Senior,9,0.8,3.94,2400,0,0,10,0.753525
Project F,Quarter4,Junior,6,0.75,18.79,3960,45,0,33,0.75065101
Project F,Quarter4,Senior,1,0.8,3.94,2880,0,0,12,0.727349537
Project F,Quarter4,Junior,8,0.7,29.4,6840,40,0,57,0.700614035
Project F,Quarter4,Junior,2,0.7,30.33,6840,0,0,57,0.700605263
Project F,Quarter4,Junior,11,0.75,11.41,3480,0,0,58,0.672140805
Project F,Quarter4,Junior,9,0.7,18.79,3240,30,0,57,0.627011183
Project F,Quarter4,Junior,3,0.7,30.1,8160,33,0,58,0.626577778
Project F,Quarter4,Junior,10,0.7,21.25,6000,0,0,50,0.456875
Project F,Quarter4,Junior,7,0.75,30.1,6960,0,3.5,58,0.393548851
Project F,Quarter4,Senior,10,0.8,3.94,960,0,0,8,0.385791667
Project F,Quarter4,Junior,5,0.8,30.1,5700,0,4.5,60,0.307501459
Project F,Quarter4,Senior,7,0.7,5.13,960,0,0,8,0.283958333
Project A,Quarter4,Senior,10,0.8,3.94,2400,0,0,20,0.955791667
Project A,Quarter4,Senior,8,0.7,5.13,960,0,0,8,0.930416667
Project A,Quarter4,Senior,12,0.8,5.13,1080,0,0,9,0.9025
Project A,Quarter4,Senior,3,0.8,5.13,2160,0,0,18,0.87115
Project A,Quarter4,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project A,Quarter4,Junior,4,0.8,30.1,7140,38,0,59,0.800137255
Project A,Quarter4,Junior,5,0.8,30.1,7140,38,0,59,0.800137255
Project A,Quarter4,Junior,7,0.75,30.1,6960,45,0,58,0.750770115
Project A,Quarter4,Junior,6,0.75,18.79,3960,45,0,33,0.75065101
Project A,Quarter4,Junior,11,0.75,11.41,2820,0,0,58,0.750293939
Project A,Quarter4,Junior,2,0.7,30.33,2160,30,0,58,0.700623
Project A,Quarter4,Junior,8,0.7,29.4,6840,40,0,57,0.700614035
Project A,Quarter4,Junior,3,0.7,29.4,6960,30,0,58,0.700362069
Project A,Quarter4,Junior,9,0.7,18.79,6000,40,0,50,0.60128
Project A,Quarter4,Junior,10,0.7,21.25,6000,0,0,50,0.417916667
Project A,Quarter4,Senior,6,0.8,2.9,960,0,0,8,0.3715625
Project A,Quarter4,Senior,9,0.8,2.9,960,0,0,8,0.3715625
Project A,Quarter4,Senior,2,0.8,5.13,960,0,0,8,0.36871875
Project A,Quarter4,Senior,7,0.7,5.13,960,0,0,8,0.356458333
Project C,Quarter4,Senior,10,0.7,2.9,1800,0,0,15,0.902222222
Project C,Quarter4,Senior,3,0.8,4.6,1440,0,0,12,0.811388889
Project C,Quarter4,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project C,Quarter4,Junior,5,0.8,30.1,7140,50,0,60,0.800137255
Project C,Quarter4,Junior,4,0.8,30.1,6480,50,0,59,0.800071839
Project C,Quarter4,Senior,8,0.7,4.6,960,0,0,8,0.791458333
Project C,Quarter4,Junior,7,0.75,30.1,5640,45,0,59,0.750727326
Project C,Quarter4,Junior,6,0.75,18.79,3360,45,0,33,0.75065101
Project C,Quarter4,Junior,11,0.75,11.61,3360,34,0,57,0.750437269
Project C,Quarter4,Junior,3,0.75,29.4,5340,45,0,60,0.750176991
Project C,Quarter4,Senior,6,0.75,2.9,1800,0,0,15,0.726933333
Project C,Quarter4,Senior,9,0.7,2.9,1800,0,0,15,0.726933333
Project C,Quarter4,Junior,2,0.7,30.33,1680,30,0,59,0.700623
Project C,Quarter4,Junior,8,0.7,29.4,4560,40,0,58,0.700518519
Project C,Quarter4,Junior,9,0.7,18.79,3000,30,0,52,0.700256795
Project C,Quarter4,Senior,11,0.7,2.9,960,0,0,8,0.5046875
Project C,Quarter4,Junior,10,0.7,21.25,6360,0,0,53,0.471108491
Project C,Quarter4,Senior,2,0.7,3.9,960,0,0,8,0.325
Project C,Quarter4,Junior,1,0.6,22.53,5040,0,0,42,0.268214286
Project D,Quarter4,Junior,9,0.75,18.79,6240,56,0,52,0.970816667
Project D,Quarter4,Senior,5,0.8,4.6,1080,0,0,9,0.902962963
Project D,Quarter4,Senior,3,0.8,4.6,2400,0,0,20,0.900833333
Project D,Quarter4,Senior,12,0.8,4.6,1800,0,0,15,0.899555556
Project D,Quarter4,Senior,10,0.7,2.9,1200,0,0,10,0.845833333
Project D,Quarter4,Junior,4,0.8,30.1,4080,50,0,59,0.800808642
Project D,Quarter4,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project D,Quarter4,Junior,7,0.8,30.1,7080,50,0,59,0.800115819
Project D,Quarter4,Junior,6,0.75,18.79,3960,45,0,33,0.75065101
Project D,Quarter4,Junior,11,0.75,11.61,3360,45,0,57,0.750503571
Project D,Quarter4,Junior,3,0.75,29.4,6960,45,0,58,0.750206897
Project D,Quarter4,Junior,8,0.7,29.4,6960,30,0,58,0.700362069
Project D,Quarter4,Junior,2,0.7,30.33,3960,30,0,58,0.700069811
Project D,Quarter4,Junior,10,0.7,21.82,6240,0,0,52,0.700058333
Project D,Quarter4,Senior,7,0.75,4.6,960,0,0,8,0.676666667
Project D,Quarter4,Senior,8,0.7,4.6,960,0,0,8,0.658541667
Project D,Quarter4,Junior,5,0.8,30.1,1200,49,0,59,0.598792339
Project D,Quarter4,Junior,1,0.65,22.53,5040,0,0,42,0.581130952
Project D,Quarter4,Senior,2,0.7,3.9,960,0,0,8,0.440375
Project D,Quarter4,Senior,6,0.75,2.9,960,0,0,8,0.410833333
Project D,Quarter4,Senior,9,0.7,2.9,960,0,0,8,0.410833333
Project B,Quarter4,Senior,3,0.8,4.6,6300,0,0,15,0.921703704
Project B,Quarter4,Senior,5,0.8,4.6,7560,0,0,18,0.921604938
Project B,Quarter4,Junior,7,0.8,30.1,4080,50,0,59,0.800808642
Project B,Quarter4,Junior,11,0.8,11.61,2820,50,0,57,0.800516667
Project B,Quarter4,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project B,Quarter4,Senior,1,0.5,3.94,3360,0,0,8,0.768847222
Project B,Quarter4,Junior,6,0.75,18.79,3960,45,0,33,0.75065101
Project B,Quarter4,Junior,3,0.75,29.4,6840,45,0,57,0.750473684
Project B,Quarter4,Junior,9,0.75,18.79,5640,45,0,52,0.750371895
Project B,Quarter4,Junior,8,0.75,29.4,6960,56,0,58,0.750206897
Project B,Quarter4,Junior,10,0.7,21.82,3240,0,0,52,0.700251773
Project B,Quarter4,Junior,2,0.7,30.33,6960,0,0,58,0.66237931
Project B,Quarter4,Senior,12,0.8,4.6,3780,0,0,9,0.590617284
Project B,Quarter4,Senior,2,0.7,3.9,960,0,0,8,0.5565625
Project B,Quarter4,Junior,4,0.8,30.1,7080,32,0,59,0.495617514
Project B,Quarter4,Junior,5,0.35,27.48,6840,38,0,57,0.449964912
Project B,Quarter4,Senior,10,0.7,2.9,3360,0,0,8,0.410833333
Project B,Quarter4,Senior,9,0.75,2.9,960,0,0,8,0.4078125
Project B,Quarter4,Junior,1,0.35,26.66,6600,23,0,55,0.378895152
Project B,Quarter4,Senior,8,0.75,4.6,3360,0,0,8,0.376597222
Project B,Quarter4,Senior,6,0.75,2.9,3360,0,0,8,0.271875
Project E,Quarter4,Senior,3,0.8,4.6,6300,0,0,15,0.921703704
Project E,Quarter4,Senior,5,0.8,4.6,7560,0,0,18,0.921604938
Project E,Quarter4,Junior,11,0.8,11.61,0,50,0,58,0.800779018
Project E,Quarter4,Junior,12,0.8,15.26,1700,62,0,34,0.800260821
Project E,Quarter4,Junior,7,0.8,30.1,840,38,0,59,0.799982853
Project E,Quarter4,Senior,1,0.5,3.94,3360,0,0,8,0.768847222
Project E,Quarter4,Junior,3,0.75,29.4,4440,45,0,57,0.750716981
Project E,Quarter4,Junior,6,0.75,18.79,3960,45,0,33,0.75065101
Project E,Quarter4,Junior,8,0.75,29.4,4560,56,0,58,0.750425926
Project E,Quarter4,Junior,9,0.75,18.79,6240,45,0,52,0.750395513
Project E,Quarter4,Junior,10,0.7,21.82,6120,40,0,51,0.700236601
Project E,Quarter4,Junior,2,0.7,30.33,4560,0,0,58,0.700211111
Project E,Quarter4,Senior,12,0.8,4.6,3780,0,0,9,0.590617284
Project E,Quarter4,Senior,2,0.7,3.9,960,0,0,8,0.5565625
Project E,Quarter4,Junior,5,0.5,27.48,6840,30,0,57,0.550403509
Project E,Quarter4,Junior,1,0.5,26.66,6840,30,0,57,0.550349708
Project E,Quarter4,Junior,4,0.5,26.66,6960,23,0,58,0.500258046
Project E,Quarter4,Senior,10,0.7,2.9,3360,0,0,8,0.410833333
Project E,Quarter4,Senior,9,0.75,2.9,960,0,0,8,0.4078125
Project E,Quarter4,Senior,8,0.75,4.6,3360,0,0,8,0.376597222
Project E,Quarter4,Senior,6,0.75,2.9,3360,0,0,8,0.271875
Project F,Quarter1,Senior,3,0.8,4.6,10500,0,0,25,0.936355556
Project F,Quarter1,Senior,8,0.75,4.6,3360,0,0,8,0.813611111
Project F,Quarter1,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project F,Quarter1,Junior,8,0.75,29.4,6240,56,0,57,0.75075
Project F,Quarter1,Junior,6,0.75,18.79,3960,45,0,33,0.75065101
Project F,Quarter1,Junior,3,0.75,29.4,6840,45,0,57,0.750473684
Project F,Quarter1,Junior,9,0.75,18.79,6240,34,0,52,0.750395513
Project F,Quarter1,Junior,5,0.6,27.48,6720,38,0,56,0.707446429
Project F,Quarter1,Junior,10,0.7,21.82,5640,30,0,52,0.700236601
Project F,Quarter1,Junior,1,0.6,26.66,6840,38,0,57,0.700019883
Project F,Quarter1,Junior,2,0.7,30.33,1800,0,0,58,0.683550607
Project F,Quarter1,Junior,11,0.8,11.61,0,50,4,57,0.682433036
Project F,Quarter1,Senior,4,0.6,3.94,960,0,0,8,0.673083333
Project F,Quarter1,Senior,10,0.7,2.9,3360,0,0,8,0.664583333
Project F,Quarter1,Junior,4,0.6,26.66,6840,23,0,57,0.600239766
Project F,Quarter1,Senior,2,0.7,3.9,960,0,0,8,0.585
Project F,Quarter1,Junior,7,0.8,30.1,6960,0,3.5,58,0.579511494
Project F,Quarter1,Senior,1,0.6,3.94,3360,0,0,8,0.448722222
Project F,Quarter1,Senior,9,0.75,2.9,960,0,0,8,0.447083333
Project F,Quarter1,Senior,7,0.8,4.6,3360,0,0,8,0.350416667
Project A,Quarter1,Senior,2,0.7,3.9,1200,0,0,10,0.92885
Project A,Quarter1,Senior,3,0.8,4.6,10080,0,0,24,0.86037037
Project A,Quarter1,Senior,4,0.65,3.94,960,0,0,8,0.806879167
Project A,Quarter1,Junior,1,0.65,26.66,6840,65,0,57,0.800579532
Project A,Quarter1,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project A,Quarter1,Senior,9,0.75,2.9,1200,0,0,10,0.8004
Project A,Quarter1,Junior,11,0.8,11.61,0,50,0,57,0.800309211
Project A,Quarter1,Junior,3,0.8,29.4,4680,50,0,57,0.800149813
Project A,Quarter1,Junior,7,0.8,30.1,7080,0,0,59,0.800115819
Project A,Quarter1,Senior,8,0.75,4.6,3360,0,0,8,0.773333333
Project A,Quarter1,Junior,6,0.75,18.79,2880,34,0,33,0.750797009
Project A,Quarter1,Junior,8,0.75,29.4,6840,45,0,57,0.750473684
Project A,Quarter1,Junior,9,0.75,18.79,6240,45,0,52,0.750395513
Project A,Quarter1,Junior,4,0.65,26.66,6780,55,0,57,0.750254867
Project A,Quarter1,Junior,5,0.65,27.48,6720,34,0,56,0.700903571
Project A,Quarter1,Junior,10,0.7,21.82,3600,30,0,51,0.70013604
Project A,Quarter1,Senior,10,0.7,2.9,3360,0,0,8,0.632361111
Project A,Quarter1,Senior,12,0.8,4.6,3780,0,0,9,0.607654321
Project A,Quarter1,Senior,1,0.65,3.94,3360,0,0,8,0.537919444
Project A,Quarter1,Senior,7,0.8,4.6,3360,0,0,8,0.342361111
Project C,Quarter1,Senior,7,0.8,4.6,4200,0,0,10,0.999533333
Project C,Quarter1,Senior,3,0.8,4.6,6300,0,0,15,0.902962963
Project C,Quarter1,Junior,11,0.8,11.41,0,50,0,56,0.800701754
Project C,Quarter1,Junior,1,0.7,26.66,6960,60,0,58,0.800566092
Project C,Quarter1,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project C,Quarter1,Junior,3,0.8,29.4,6840,50,0,57,0.800333333
Project C,Quarter1,Junior,7,0.8,30.1,7080,50,0,59,0.800115819
Project C,Quarter1,Junior,4,0.7,26.66,6960,50,0,58,0.750770115
Project C,Quarter1,Junior,8,0.75,29.4,6840,56,0,57,0.750473684
Project C,Quarter1,Junior,9,0.75,18.79,6240,34,0,52,0.750395513
Project C,Quarter1,Junior,6,0.75,20.2,3120,45,0,33,0.750212553
Project C,Quarter1,Senior,8,0.75,4.6,3360,0,0,8,0.702777778
Project C,Quarter1,Junior,5,0.7,27.48,6840,30,0,57,0.700659649
Project C,Quarter1,Junior,10,0.7,21.82,5040,30,0,51,0.699984417
Project C,Quarter1,Senior,12,0.8,4.6,3780,0,0,9,0.636049383
Project C,Quarter1,Senior,2,0.4,3.9,6300,0,0,15,0.567377778
Project C,Quarter1,Senior,1,0.7,3.94,3360,0,0,8,0.555430556
Project C,Quarter1,Senior,4,0.7,3.94,3360,0,0,8,0.555430556
Project C,Quarter1,Senior,10,0.7,2.9,3360,0,0,8,0.463194444
Project C,Quarter1,Senior,5,0.7,4.6,3360,0,0,8,0.354444444
Project C,Quarter1,Senior,6,0.75,2.9,3360,0,0,8,0.309333333
Project C,Quarter1,Junior,2,0.4,15.28,5400,0,6.5,45,0.30277037
Project D,Quarter1,Senior,3,0.8,4.6,1200,0,0,10,0.939166667
Project D,Quarter1,Senior,8,0.8,4.6,960,0,0,8,0.930416667
Project D,Quarter1,Senior,12,0.8,4.6,1080,0,0,9,0.885925926
Project D,Quarter1,Senior,9,0.75,2.9,960,0,0,8,0.83375
Project D,Quarter1,Senior,1,0.7,3.94,960,0,0,8,0.806879167
Project D,Quarter1,Senior,4,0.7,3.94,960,0,0,8,0.806058333
Project D,Quarter1,Junior,11,0.8,11.41,0,38,0,56,0.800701754
Project D,Quarter1,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project D,Quarter1,Junior,3,0.8,29.4,6840,63,0,57,0.800333333
Project D,Quarter1,Junior,7,0.8,30.1,3960,50,0,59,0.800055762
Project D,Quarter1,Junior,4,0.7,26.82,6960,60,0,58,0.799975862
Project D,Quarter1,Junior,1,0.7,26.82,6960,50,0,58,0.750651724
Project D,Quarter1,Junior,9,0.75,18.79,6240,34,0,52,0.750395513
Project D,Quarter1,Junior,5,0.7,27.48,6960,40,0,58,0.700424138
Project D,Quarter1,Junior,10,0.7,21.82,5760,30,0,53,0.700058333
Project D,Quarter1,Senior,7,0.8,4.6,8400,0,0,20,0.684888889
Project D,Quarter1,Senior,5,0.7,4.6,960,0,0,8,0.592083333
Project D,Quarter1,Senior,2,0.5,3.9,960,0,0,8,0.5403125
Project D,Quarter1,Junior,8,0.8,29.4,6840,0,0,57,0.433263158
Project D,Quarter1,Junior,2,0.5,15.28,5520,0,0,46,0.404144928
Project D,Quarter1,Junior,6,0.75,18.79,3960,0,0,33,0.332146465
